player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P7597,Ernest,Wolfgramm,1992-07-17,71,171,Anglo,medium,blonde,beard,L,P,,1,,,,,,55,,,,60,76,53,62,67,69,85,0,51,92,92,0,0,,,,55,,,,57,70,57,62,27,59,96,0,43,77,57,0,0,False,,,1,,,,,,0,50,middle_relief,
P8911,Tyrone,Baker,1998-03-28,68,223,African,light,black,clean_shaven,L,P,,1,,LR,,,,51,,,,46,60,64,64,80,68,65,61,0,36,84,0,0,,,,51,,,,61,69,61,78,92,88,99,75,0,49,90,0,0,False,,,1,,,,,,0,50,long_relief,
P7611,Robert,Dortch,1998-12-29,70,245,Anglo,light,brown,goatee,L,P,,1,,LR,,,,51,,,,57,61,60,62,81,55,71,95,59,37,54,0,0,,,,51,,,,62,74,63,81,83,72,60,99,70,48,62,0,0,False,,,1,,,,,,0,50,long_relief,
P8465,Darnell,Jackson,1988-04-21,70,228,African,dark,black,clean_shaven,L,P,,1,,,,,,60,,,,49,72,80,69,70,78,66,85,25,0,0,0,0,,,,60,,,,46,68,56,59,65,50,79,77,16,0,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P4162,Hector,Gonzalez,1990-09-09,71,210,Hispanic,dark,brown,mustache,R,P,,1,,,,,,55,,,,46,63,73,69,64,62,75,21,80,92,92,0,0,,,,55,,,,44,62,56,52,37,59,41,17,75,20,66,0,0,False,,,1,,,,,,0,50,balanced_starter,
P7289,Jamal,Young,1990-04-08,70,176,African,medium,black,goatee,L,P,,1,,,,,,49,,,,59,63,80,66,72,54,73,39,56,34,0,0,0,,,,49,,,,53,63,58,59,70,53,53,35,52,24,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9240,Yong,Le,1988-10-28,71,185,Asian,medium,black,beard,R,P,,1,,,,,,52,,,,52,56,84,66,76,60,75,0,0,0,55,0,0,,,,52,,,,45,47,82,50,49,53,50,0,0,0,52,0,0,False,,,1,,,,,,0,50,balanced_starter,
P2751,Deshawn,Washington,1987-05-06,75,164,African,dark,black,beard,R,P,,1,,,,,,49,,,,55,68,82,56,60,47,86,89,0,0,0,0,0,,,,49,,,,49,63,53,61,61,48,78,82,0,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P5126,Owen,Cushen,1989-12-28,70,180,Anglo,medium,black,goatee,L,P,,1,,,,,,52,,,,65,66,76,76,75,57,85,0,81,62,0,0,0,,,,52,,,,61,60,60,46,78,47,37,0,72,56,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P3795,Rufus,Washington,1989-02-08,76,184,African,dark,black,clean_shaven,R,P,,1,,,,,,57,,,,55,90,81,67,70,64,82,0,0,92,92,0,0,,,,57,,,,46,86,59,56,33,55,94,0,0,90,14,0,0,False,,,1,,,,,,0,50,power_starter,
P6338,Jorge,Martinez,1987-11-17,69,197,Hispanic,light,black,beard,R,P,,1,,,,,,50,,,,52,50,69,83,90,60,71,77,0,0,47,0,0,,,,50,,,,42,47,67,57,54,40,70,76,0,0,39,0,0,False,,,1,,,,,,0,50,finesse_starter,
P4270,Alejandro,Perez,1993-01-11,78,196,Hispanic,medium,brown,goatee,L,C,,0,,,87,56,61,50,58,85,50,44,52,,,,,,,,,,,,48,39,45,50,58,54,50,42,43,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1031,Terrance,Sidi,1998-12-14,72,237,Anglo,light,blonde,beard,L,1B,,0,,,72,69,63,44,51,55,47,56,55,,,,,,,,,,,,72,71,80,44,51,44,47,66,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P6968,Malik,Young,1995-10-21,78,213,African,dark,black,clean_shaven,R,2B,3B,0,,,75,47,67,51,47,89,52,57,61,,,,,,,,,,,,65,44,59,51,47,65,52,53,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5315,Fernando,Cruz,2002-04-25,70,181,Hispanic,light,brown,clean_shaven,R,3B,,0,,,79,69,54,50,58,63,54,58,60,,,,,,,,,,,,68,67,67,50,58,56,54,70,72,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5775,Deshawn,Wright,1988-11-29,72,188,African,dark,black,clean_shaven,R,SS,,0,,,76,50,68,56,58,78,46,61,54,,,,,,,,,,,,68,57,48,56,58,50,46,54,51,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3139,Hector,Delgado,1993-12-26,77,192,Hispanic,medium,brown,mustache,L,LF,,0,,,66,82,41,52,63,64,49,63,59,,,,,,,,,,,,46,84,61,52,63,44,49,65,59,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P1100,Sung,Tran,1995-07-10,76,239,Asian,medium,brown,clean_shaven,L,CF,,0,,,63,70,57,44,66,65,49,54,46,,,,,,,,,,,,56,57,60,44,66,54,49,53,42,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P7374,Yong,Tran,1996-01-07,77,229,Asian,light,black,clean_shaven,R,RF,,0,,,70,71,58,47,56,58,46,63,66,,,,,,,,,,,,71,69,60,47,56,54,46,63,63,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4960,Raul,Vasquez,1998-02-19,72,168,Hispanic,medium,brown,goatee,L,RF,,0,,,75,66,54,54,58,60,47,57,72,,,,,,,,,,,,74,73,98,54,58,47,47,67,78,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1333,Malik,Taylor,1995-08-15,78,205,African,dark,black,goatee,R,RF,,0,,,48,72,60,53,51,58,47,68,80,,,,,,,,,,,,56,78,58,53,51,50,47,73,84,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P4329,Raul,Garcia,1989-08-27,73,174,Hispanic,medium,black,mustache,R,C,,0,,,78,76,64,44,47,67,48,36,56,,,,,,,,,,,,44,48,46,44,47,51,48,30,49,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P7896,Fernando,Diaz,1987-12-18,68,239,Hispanic,medium,blonde,clean_shaven,R,3B,,0,,,81,44,77,50,61,59,49,56,64,,,,,,,,,,,,64,50,50,50,61,55,49,53,60,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4211,Alejandro,Torres,1999-04-14,72,192,Hispanic,light,blonde,goatee,L,RF,,0,,,50,88,47,52,43,55,52,64,66,,,,,,,,,,,,79,85,85,52,43,49,52,75,76,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P4998,Miguel,Sanchez,1987-11-01,72,220,Hispanic,medium,brown,clean_shaven,L,CF,,0,,,82,46,81,47,67,63,52,46,63,,,,,,,,,,,,61,51,59,47,67,55,52,43,54,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7692,Xavier,Young,1999-05-06,69,203,African,dark,black,goatee,S,P,,1,,,,,,55,,,,50,88,66,52,64,57,84,84,86,92,92,0,0,,,,55,,,,61,96,67,73,55,67,45,91,98,79,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P1911,Tyrone,Wright,1990-06-01,72,171,African,dark,black,clean_shaven,L,P,,1,,,,,,44,,,,51,57,49,58,58,62,80,0,36,0,0,0,0,,,,44,,,,45,49,57,62,55,44,36,0,34,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P9610,Hector,Diaz,1989-11-11,70,216,Hispanic,medium,brown,mustache,R,P,,1,,,,,,49,,,,59,57,89,81,78,68,57,39,39,0,0,0,0,,,,49,,,,56,51,53,66,45,51,96,34,35,0,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P8870,Malik,Jackson,1998-08-09,70,160,African,dark,brown,beard,S,P,,1,,,,,,52,,,,47,56,79,62,83,74,63,36,91,0,48,0,0,,,,52,,,,59,62,76,87,69,57,98,46,99,0,53,0,0,False,,,1,,,,,,0,50,specialist_starter,
P6478,Brenton,Jaremka,2002-04-22,78,246,Anglo,medium,black,clean_shaven,R,P,,1,,,,,,50,,,,58,62,79,60,67,66,72,0,0,62,90,0,0,,,,50,,,,73,74,67,69,46,62,60,0,0,68,97,0,0,False,,,1,,,,,,0,50,power_starter,
P2902,Paul,Mazey,1998-02-11,74,160,Anglo,medium,brown,clean_shaven,R,P,,1,,,,,,48,,,,51,58,75,61,66,68,80,0,78,0,89,0,0,,,,48,,,,60,72,78,82,67,68,52,0,91,0,97,0,0,False,,,1,,,,,,0,50,balanced_starter,
P4984,Jose,Reyes,1990-01-04,75,227,Hispanic,dark,black,clean_shaven,L,P,,1,,,,,,54,,,,63,58,69,61,71,59,71,70,0,83,89,0,0,,,,54,,,,53,51,60,74,55,48,52,65,0,83,85,0,0,False,,,1,,,,,,0,50,balanced_starter,
P4362,Sung,Wang,1989-04-19,74,214,Asian,medium,black,goatee,L,1B,,0,,,77,53,74,46,47,69,43,52,58,,,,,,,,,,,,62,52,50,46,47,45,43,52,53,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3481,Fernando,Rivera,2000-04-22,75,237,Hispanic,light,brown,clean_shaven,R,LF,,0,,,66,71,58,50,51,69,48,60,51,,,,,,,,,,,,82,68,71,50,51,50,48,74,62,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4657,Cedrick,Iler,1995-05-27,71,204,Anglo,light,black,clean_shaven,L,LF,C,0,,,78,49,71,51,57,86,47,57,71,,,,,,,,,,,,66,48,53,51,57,52,47,52,75,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4345,Hipolito,Wehbe,1994-05-09,69,160,Anglo,medium,brown,clean_shaven,R,LF,,0,,,79,48,72,55,46,80,54,59,55,,,,,,,,,,,,65,57,54,55,46,62,54,60,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7975,Antonio,Lopez,1989-12-24,69,183,Hispanic,medium,black,mustache,R,2B,,0,,,70,59,73,47,53,72,51,64,61,,,,,,,,,,,,55,47,55,47,53,47,51,60,59,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8390,Ricardo,Hernandez,1998-04-06,77,239,Hispanic,medium,black,clean_shaven,S,1B,,0,,,73,58,69,52,61,61,51,52,62,,,,,,,,,,,,84,78,74,52,61,56,51,58,73,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9257,Carlos,Mendoza,1995-05-26,78,210,Hispanic,dark,brown,beard,R,SS,,0,,,64,98,60,56,59,47,52,69,61,,,,,,,,,,,,73,79,54,56,59,56,52,64,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P2310,Rufus,Baker,1987-04-23,71,202,African,dark,brown,clean_shaven,S,1B,,0,,,82,51,65,45,54,74,55,58,69,,,,,,,,,,,,64,55,63,45,54,56,55,57,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4634,Derrick,Bihler,2004-10-31,74,235,Anglo,medium,brown,clean_shaven,R,P,,1,,,,,,55,,,,56,84,75,62,63,58,75,27,73,92,92,0,0,,,,55,,,,69,99,77,84,39,82,98,44,93,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P4478,Irwin,Mcclish,2007-02-18,71,175,Anglo,medium,blonde,clean_shaven,R,P,,1,,,,,,47,,,,56,59,86,58,60,67,73,0,66,54,48,0,0,,,,47,,,,77,86,85,84,75,72,99,0,77,74,64,0,0,False,,,1,,,,,,0,50,power_starter,
P5818,Jose,Garcia,2007-01-15,75,202,Hispanic,medium,blonde,clean_shaven,R,P,,1,,,,,,55,,,,57,60,79,63,86,62,57,0,61,90,67,0,0,,,,55,,,,75,71,73,84,91,99,99,0,84,99,92,0,0,False,,,1,,,,,,0,50,specialist_starter,
P7365,Fernando,Vargas,2004-06-12,75,195,Hispanic,medium,blonde,clean_shaven,L,P,,1,,LR,,,,54,,,,54,75,74,68,61,70,75,68,79,82,61,0,0,,,,54,,,,78,87,81,99,84,89,83,95,99,95,77,0,0,False,,,1,,,,,,0,50,long_relief,
P9732,Luis,Cruz,2005-10-27,71,210,Hispanic,light,brown,goatee,L,P,,1,,,,,,58,,,,54,64,69,69,86,60,58,0,59,0,47,0,0,,,,58,,,,79,89,70,90,80,75,69,0,73,0,68,0,0,False,,,1,,,,,,0,50,specialist_starter,
P6731,Raul,Gonzalez,2004-01-28,77,205,Hispanic,medium,brown,goatee,R,1B,,0,,,63,69,69,46,57,64,54,57,59,,,,,,,,,,,,87,87,80,46,57,58,54,75,73,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5326,Brenton,Harpel,2007-05-22,72,162,Anglo,medium,red,clean_shaven,L,3B,,0,,,82,53,63,56,49,67,55,69,56,,,,,,,,,,,,88,64,88,56,49,49,55,94,76,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8214,Yong,Li,2006-08-21,70,202,Asian,medium,black,clean_shaven,R,LF,,0,,,65,73,73,41,55,55,49,60,72,,,,,,,,,,,,88,81,80,41,55,46,49,81,83,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2451,Linwood,Huewe,2005-03-29,75,226,Anglo,dark,blonde,clean_shaven,R,SS,,0,,,81,58,65,49,62,79,51,57,44,,,,,,,,,,,,81,65,84,49,62,55,51,79,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1116,Leroy,Young,2005-01-08,78,219,African,dark,brown,clean_shaven,L,RF,,0,,,80,53,69,54,59,66,58,53,65,,,,,,,,,,,,86,71,69,54,59,48,58,70,91,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9095,Leroy,Robinson,1990-09-05,72,208,African,dark,black,goatee,R,P,,1,,,,,,55,,,,52,74,58,52,70,62,80,93,0,92,92,0,0,,,,55,,,,48,68,53,75,40,52,73,84,0,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P6949,Willy,Mandler,1994-01-27,72,240,Anglo,medium,blonde,clean_shaven,L,P,,1,,,,,,47,,,,60,63,77,77,69,76,65,0,0,0,87,0,0,,,,47,,,,58,66,65,70,65,54,64,0,0,0,85,0,0,False,,,1,,,,,,0,50,finesse_starter,
P2966,Jamal,Gaines,1995-05-01,76,203,African,medium,black,clean_shaven,L,P,,1,,LR,,,,47,,,,51,57,58,71,71,67,74,24,77,0,0,0,0,,,,47,,,,48,55,60,88,60,61,36,29,82,0,0,0,0,False,,,1,,,,,,0,50,long_relief,
P1800,Nicolas,Diestel,1993-02-10,74,213,Anglo,medium,black,mustache,R,P,1B,1,,,,,,50,,,,51,73,82,55,72,45,76,22,83,83,52,0,0,,,,50,,,,43,72,54,59,49,53,85,17,74,79,44,0,0,False,,,1,,,,,,0,50,power_starter,
P8034,Tommy,Voeltner,2001-03-08,74,229,Anglo,medium,black,goatee,L,P,,1,,,,,,53,,,,54,62,60,63,71,61,69,0,0,63,0,0,0,,,,53,,,,59,73,67,76,76,69,78,0,0,73,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P2313,Carroll,Him,2003-05-03,70,226,Anglo,medium,black,clean_shaven,R,P,,1,,,,,,48,,,,58,68,78,74,70,61,67,39,35,68,81,0,0,,,,48,,,,72,73,76,64,58,83,94,46,46,78,96,0,0,False,,,1,,,,,,0,50,balanced_starter,
P1782,Mitchell,Garb,1999-11-25,78,168,Anglo,dark,brown,clean_shaven,R,P,,1,,,,,,56,,,,51,50,68,69,77,73,67,88,31,70,88,0,0,,,,56,,,,66,65,71,80,79,60,94,99,42,81,95,0,0,False,,,1,,,,,,0,50,specialist_starter,
P1618,Roberto,Flores,1989-03-15,73,229,Hispanic,dark,brown,clean_shaven,R,P,,1,,,,,,47,,,,86,66,62,62,91,61,55,63,24,92,92,0,0,,,,47,,,,85,65,58,62,43,63,55,58,15,70,50,0,0,False,,,1,,,,,,0,50,specialist_starter,
P2705,Manuel,Ramos,2004-09-16,72,165,Hispanic,medium,blonde,mustache,L,P,,1,,,,,,50,,,,53,67,77,58,65,49,77,76,73,64,92,0,0,,,,50,,,,63,88,90,74,87,83,64,99,91,76,99,0,0,False,,,1,,,,,,0,50,power_starter,
P9230,Sean,Burstein,2003-08-19,68,238,Anglo,medium,brown,clean_shaven,R,P,,1,,,,,,53,,,,57,57,79,74,72,70,78,0,0,91,0,0,0,,,,53,,,,65,63,71,71,79,61,99,0,0,99,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P6829,Keith,Postuci,1992-05-28,76,216,Anglo,medium,brown,mustache,R,P,,1,,,,,,44,,,,52,62,76,86,83,68,61,0,79,70,0,0,0,,,,44,,,,44,56,53,66,62,52,31,0,69,67,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P2009,Jarod,Deconti,1996-05-02,69,182,Anglo,light,blonde,goatee,L,C,,0,,,76,45,63,49,55,79,48,46,56,,,,,,,,,,,,58,51,46,49,55,47,48,49,60,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4114,Roberto,Garcia,2002-05-24,74,188,Hispanic,medium,black,clean_shaven,S,1B,,0,,,77,60,49,60,54,63,44,55,47,,,,,,,,,,,,81,82,74,60,54,45,44,63,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2342,Luis,Ramos,1988-01-12,73,174,Hispanic,dark,blonde,goatee,R,2B,,0,,,70,40,67,49,51,83,48,48,41,,,,,,,,,,,,65,46,58,49,51,52,48,47,33,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5124,Sung,Huang,1990-07-05,73,245,Asian,medium,black,clean_shaven,R,3B,,0,,,64,61,68,48,59,63,55,45,57,,,,,,,,,,,,60,49,56,48,59,55,55,41,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4501,Pedro,Ramos,2002-04-06,70,191,Hispanic,light,black,clean_shaven,R,SS,,0,,,70,45,74,56,65,67,54,60,55,,,,,,,,,,,,77,68,61,56,65,52,54,71,61,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5042,Pedro,Castillo,1988-12-03,73,243,Hispanic,light,black,clean_shaven,R,LF,,0,,,77,51,62,51,64,79,49,55,58,,,,,,,,,,,,55,45,50,51,64,51,49,53,56,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8554,Malik,Gaines,2002-12-07,72,231,African,dark,black,clean_shaven,R,CF,,0,,,84,62,78,54,58,68,43,65,55,,,,,,,,,,,,87,68,65,54,58,60,43,74,70,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1636,Roman,Threlfall,1992-05-26,68,174,Anglo,light,brown,beard,S,RF,,0,,,72,74,60,47,47,68,49,72,76,,,,,,,,,,,,56,53,52,47,47,61,49,71,75,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P6858,Manuel,Martinez,1993-02-09,77,175,Hispanic,light,brown,goatee,S,1B,,0,,,48,90,49,43,57,62,48,53,58,,,,,,,,,,,,51,63,46,43,57,53,48,44,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P3651,Yong,Nguyen,2002-01-26,74,213,Asian,medium,black,clean_shaven,R,2B,,0,,,72,46,78,51,56,68,54,64,51,,,,,,,,,,,,74,61,60,51,56,54,54,78,59,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3427,Jorge,Delgado,1993-01-29,73,229,Hispanic,medium,blonde,clean_shaven,R,RF,,0,,,50,91,65,49,54,49,49,55,80,,,,,,,,,,,,52,86,59,49,54,51,49,55,74,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P6439,Florentino,Cantara,1987-02-22,71,227,Anglo,medium,blonde,mustache,R,3B,,0,,,79,49,67,52,56,86,48,46,69,,,,,,,,,,,,69,45,58,52,56,50,48,36,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7182,Quincy,Lamirande,1989-06-28,72,211,Anglo,medium,brown,beard,R,SS,,0,,,81,43,65,51,59,87,41,58,49,,,,,,,,,,,,63,49,60,51,59,57,41,56,41,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9247,Owen,Edens,1998-08-27,70,204,Anglo,light,blonde,clean_shaven,R,SS,,0,,,76,46,76,44,52,73,51,84,58,,,,,,,,,,,,83,75,65,44,52,61,51,99,64,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6846,Dexter,Batchelor,1987-09-17,78,172,Anglo,medium,blonde,beard,R,P,,1,,,,,,55,,,,54,88,52,62,60,65,72,49,48,92,92,0,0,,,,55,,,,53,82,65,77,44,57,52,46,43,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P6209,Lonnie,Minteer,1989-07-10,71,196,Anglo,medium,black,clean_shaven,R,P,,1,,,,,,49,,,,57,65,47,61,71,51,67,43,65,35,46,0,0,,,,49,,,,50,59,62,59,52,68,68,42,60,28,42,0,0,False,,,1,,,,,,0,50,middle_relief,
P8847,Leroy,Harris,1990-12-18,71,235,African,dark,black,clean_shaven,R,P,,1,,,,,,46,,,,55,59,56,59,67,58,75,0,69,0,0,0,0,,,,46,,,,45,59,64,61,71,46,37,0,65,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P5864,Luis,Gomez,1994-09-02,70,246,Hispanic,medium,brown,beard,R,P,,1,,LR,,,,50,,,,52,69,60,65,72,55,68,77,49,31,0,0,0,,,,50,,,,56,64,69,66,53,50,70,72,50,31,0,0,0,False,,,1,,,,,,0,50,long_relief,
P9518,Francisco,Vargas,1987-01-31,70,192,Hispanic,dark,blonde,mustache,R,P,,1,,,,,,48,,,,57,68,53,63,66,55,76,0,37,79,62,0,95,,,,48,,,,55,62,48,65,69,52,90,0,29,70,53,0,85,False,,,1,,,,,,0,50,middle_relief,
P9237,Fernando,Sanchez,1991-06-26,69,193,Hispanic,medium,blonde,clean_shaven,S,P,,1,,CL,,,,49,,,,49,68,48,61,79,71,90,37,0,0,0,0,0,,,,49,,,,40,63,53,67,54,39,65,29,0,0,0,0,0,False,,,1,,,,,,0,50,closer,
P5325,Miguel,Gomez,1990-01-30,75,238,Hispanic,medium,brown,clean_shaven,R,P,,1,,LR,,,,50,,,,58,75,73,70,76,70,65,63,0,0,42,0,0,,,,50,,,,52,73,61,58,42,48,65,61,0,0,32,0,0,False,,,1,,,,,,0,50,long_relief,
P2074,Percy,Taylor,1990-06-29,73,233,African,dark,black,beard,L,RF,,0,,,53,68,63,49,60,54,47,60,71,,,,,,,,,,,,56,73,48,49,60,47,47,55,64,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P6513,Jermaine,Baker,1989-09-15,73,196,African,medium,black,mustache,S,2B,,0,,,74,41,76,54,53,81,49,42,80,,,,,,,,,,,,63,50,52,54,53,48,49,42,79,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4258,Bennie,Coup,2000-04-19,70,198,Anglo,light,red,clean_shaven,R,3B,,0,,,61,83,46,47,56,62,46,65,57,,,,,,,,,,,,74,85,62,47,56,58,46,72,71,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P6857,Ricardo,Gonzalez,2001-06-04,75,186,Hispanic,medium,brown,clean_shaven,R,2B,,0,,,66,74,64,49,50,56,53,51,59,,,,,,,,,,,,72,70,66,49,50,62,53,56,65,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1362,Darnell,Harris,1990-07-12,73,193,African,dark,black,clean_shaven,R,LF,,0,,,78,61,57,47,51,59,53,62,58,,,,,,,,,,,,57,55,47,47,51,52,53,58,52,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2063,Deshawn,Baker,1992-08-01,74,188,African,dark,black,clean_shaven,R,RF,,0,,,70,63,71,47,59,54,56,56,77,,,,,,,,,,,,58,53,57,47,59,65,56,55,72,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8676,Bryon,Bocchini,1996-01-29,68,191,Anglo,light,brown,beard,R,CF,,0,,,79,69,73,56,55,53,48,57,61,,,,,,,,,,,,60,59,64,56,55,53,48,59,62,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2912,Yong,Kim,1992-10-19,73,218,Asian,light,black,clean_shaven,R,2B,,0,,,76,52,72,50,53,78,47,52,58,,,,,,,,,,,,60,39,49,50,53,60,47,51,54,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7916,Luis,Ramirez,2007-02-21,68,181,Hispanic,light,black,goatee,R,P,,1,,,,,,55,,,,63,76,82,79,82,74,68,23,62,92,92,0,0,,,,55,,,,78,87,85,99,58,82,64,37,81,58,99,0,0,False,,,1,,,,,,0,50,finesse_starter,
P9608,Francesco,Camferdam,2006-10-07,68,234,Anglo,light,black,clean_shaven,R,P,,1,,,,,,48,,,,55,58,77,70,67,52,73,91,51,91,38,0,0,,,,48,,,,67,79,78,74,71,74,99,99,68,99,48,0,0,False,,,1,,,,,,0,50,balanced_starter,
P6270,Deandre,Eshlerman,2006-10-24,74,227,Anglo,medium,black,clean_shaven,R,P,,1,,SU,,,,41,,,,61,70,56,69,67,55,83,21,78,0,31,0,0,,,,41,,,,90,94,84,74,57,76,82,31,98,0,44,0,0,False,,,1,,,,,,0,50,setup,
P2562,Arlie,Byard,2004-12-30,73,229,Anglo,dark,brown,clean_shaven,R,P,,1,,LR,,,,47,,,,43,58,65,70,66,69,66,29,40,78,31,0,0,,,,47,,,,65,72,88,90,64,77,94,59,55,95,43,0,0,False,,,1,,,,,,0,50,long_relief,
P5669,Alejandro,Ramirez,2006-09-12,72,182,Hispanic,medium,black,clean_shaven,L,P,,1,,LR,,,,46,,,,60,61,51,66,68,52,64,0,67,83,0,0,0,,,,46,,,,79,77,88,84,99,86,71,0,82,99,0,0,0,False,,,1,,,,,,0,50,long_relief,
P3293,Ricardo,Diaz,2006-02-05,68,250,Hispanic,dark,brown,clean_shaven,R,SS,,0,,,76,65,62,56,45,63,50,54,51,,,,,,,,,,,,71,86,99,56,45,60,50,82,80,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4089,Fritz,Sjostrom,2006-02-24,77,231,Anglo,medium,black,clean_shaven,R,1B,,0,,,74,61,74,45,56,60,57,53,60,,,,,,,,,,,,84,81,70,45,56,49,57,66,87,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5283,Miguel,Castillo,2004-02-29,78,218,Hispanic,light,black,clean_shaven,L,RF,,0,,,69,63,74,52,51,66,51,72,69,,,,,,,,,,,,83,95,79,52,51,43,51,95,96,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9101,Casey,Kassab,2006-11-13,75,181,Anglo,light,brown,clean_shaven,R,LF,,0,,,75,60,57,46,56,56,56,72,47,,,,,,,,,,,,87,84,86,46,56,55,56,99,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3996,Filiberto,Bisignano,2006-03-16,74,231,Anglo,medium,black,clean_shaven,R,1B,,0,,,58,91,61,48,46,49,52,46,70,,,,,,,,,,,,83,82,90,48,46,59,52,67,95,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P4516,Val,Tuckey,2000-01-30,71,169,Anglo,light,red,clean_shaven,S,P,RF,1,,,,,,55,,,,62,70,52,72,75,69,75,0,0,92,92,0,0,,,,55,,,,70,85,78,83,44,66,54,0,0,0,60,0,0,False,,,1,,,,,,0,50,middle_relief,
P1713,Leroy,Gaines,1994-02-11,72,214,African,dark,black,clean_shaven,R,P,,1,,,,,,49,,,,49,58,73,67,84,59,59,0,0,51,0,0,0,,,,49,,,,52,62,53,65,55,48,74,0,0,55,0,0,0,False,,,1,,,,,,0,50,specialist_starter,
